,명칭,주소,lat,lon,개요,문의 및 안내,주차 시설,영업시간,쉬는날,대표메뉴,취급메뉴,상세정보
216,경미네집 / 경미휴게소,"제주특별자치도 서귀포시 성산읍 일출로 259
			",33.4612828593,126.9334967787,"제주의 대표적인 관광 명소인 성산 일출봉 근처에 있는 경미네 집은 제대로 된 간판도 없이 입소문만으로 유명해진 식당이다. 이 집의 해물 라면은 양은냄비에 투박하게 끓여 나오는데 싱싱한 문어와 오징어, 조개가 가득 들어있으면서도 저렴한 가격으로 실속 있게 음식을 즐길 수 있다. 인원수대로 라면을 주문하면 밥은 서비스로 나온다. 아삭아삭한 김치와 함께 먹으면 시원함이 배가 된다. 성게가 가득 올라간 성게 밥과 바로 조리하여 쫀득한 식감이 좋은 전복죽도 일품이다. 오래된 분식집처럼 정감 있는 곳에서 맛보는 따뜻한 음식들이 마음마저 따뜻하게 한다.",064-782-2671,,07:30 ~ 18:30 (마지막 주문 18:00),매월 마지막 화요일,해물라면,"전복죽, 전복덮밥, 한치덮밥, 성게밥","부대시설:무선 인터넷, 아기 의자, 주차장, 화장실

"
217,대원가,"제주특별자치도 제주시 도남로16길 15
			",33.4915535348,126.5269591411,제주특별자치도 제주시에 있는 한식당이다. 대표메뉴는 한치 물회이다. 전복요리와 갈치조림도 유명하다.,064-753-3030,가능,09:00-21:00,매주 수요일,한치물회,한치물회 / 갈치조림,"화장실:남녀구분

"
218,성미가든,"제주특별자치도 제주시 조천읍 교래1길 2
			",33.4375757895,126.676880682,"[제주시 조천읍 교래리에 위치한 토종닭백숙 전문점 성미가든]<br>성미가든은 제주 조천읍 고래리에 위치한 토종닭백숙 전문점이다. 메뉴로는 샤브샤브, 닭볶음탕 두가지 메뉴가 있으며, 샤브샤브 메뉴의 경우에는 샤브샤브, 백숙, 녹두죽이 코스로 제공된다. 성미가든에서는 기본적으로 샤브샤브 메뉴가 주문이 들어가기 때문에 닭볶음탕을 주문하고자 하는 경우 반드시 이야기 해야 한다.",064-783-7092,주차 가능,11:00 ~ 20:00,둘째·넷째 목요일,"샤브샤브(토종닭백숙, 녹두죽)","샤브샤브(백숙/녹두죽, 대/소) / 닭볶음탕",
219,씨리얼 (씨리얼제주),"제주특별자치도 제주시 한림읍 명랑로 26
			",33.4143357516,126.2674140038,"영국 런던 어느 골목에서 먹는 브런치 느낌으로 노란 벽과 하얀 가구들의 조화 속에, 메뉴판은 테이블 위의 잡지 속에 껴 있어 찾는 재미가 쏠쏠하다. 주요 메뉴는 샌드위치, 뮤즐리, 스크램블에그, 토스트, 양송이 크림 수프 등 다양하다.  따뜻한 그릴 샌드위치에 커피 한 잔으로 여유 있게 시작하는 아침. 인테리어도 따스한 감성을 일으켜 소박한 가정집에서 먹는 아침 식사 기분으로 하루를 시작할 수 있다.",064-796-5550,가능 (공용주차장 이용),9:30 - 16:00 (Last Order 15:30),,영국 가정식 브런치,"양송이크림스프, 큐브토스트, 그릴드치킨샌드위치","부대시설:무선 인터넷
화장실:가능 (남녀구분)
"
220,곰막식당/곰막,"제주특별자치도 제주시 구좌읍 구좌해안로 64
			",33.5568605164,126.7205186105,"전복죽 전문점인 곰막식당의 깨가 듬뿍 들어간 전복죽은 첫술부터 진한 고소함을 느낄 수 있다. 깊은 바다향이 나는 성게 국수와 회국수 역시 이 집의 대표 메뉴이며 비린내 없이 담백하다. 이곳은 생면으로 국수를 만들어 쫄면같이 쫄깃쫄깃한 식감이 입맛을 더 돋운다. 활어회도 인기 메뉴로 매일 지하 80m에서 염지하수를 끌어올려 사용하기 때문에 더욱더  싱싱한 회를 먹을 수 있다. 인기 많은 맛집답게 기본 반찬은 제공하지만, 이후에는 주류, 음료, 추가 반찬, 물, 물티슈, 국물, 앞치마 등을 셀프로 가져와야 한다.",064-727-5111,있음,09:30 ~ 21:00 (Last order 20:00),"첫째주, 셋째주 화요일",성게국수,"전복죽, 전복회, 회덮밥, 고등어회, 다금바리(자연산)","화장실:있음 (남녀 구분)

"
221,중문통갈치조림구이 색달식당 (색달식당 중문본점),제주특별자치도 서귀포시 색달중앙로 23(색달동),33.2576498152,126.413477037,"색달식당은 서귀포 맛집으로 고유의 은빛을 내는 제주 갈치와 담백한 통문어, 각종 해산물이 들어간 매콤하고 칼칼한 양념 조림과 겉은 바삭하고 속은 촉촉한 갈치구이를 푸짐한 한 상으로 만나볼 수 있다. 제주 여행의 중심지이자 아름답기로 유명한 중문관광단지에 있으며 오랜 시간 동안 경험한 노하우로 재료의 신선도를 선별할 수 있어 믿고 드실 수 있으며 항상 새로운 메뉴를 연구하고 새로운 조리법으로 가족의 밥상을 차리는 따뜻한 마음으로 정성껏 준비하며 밑반찬 또한 토속적인 재료로 제공하여 맘씨 좋은 사장님 내외분의 손맛을 느낄 수 있다. 또한 주변에는 주상절리, 중문 해수욕장, 럭셔리요트투어 등 많은 관광지가 연계되어 있다.",064-738-1741,주차가능,10:00 - 21:00<br>(브레이크타임 15:00 ~ 16:00 / 주문마감 20:00),,"통갈치구이, 통갈치문어조림","통갈치조림, 통갈치구이, 성게미역국, 전복돌솥밥, 해물뚝배기","부대시설:단체석, 아기의자, 발렛파킹, 무선 인터넷
화장실:가능 (남녀구분)
"
222,돈이랑,제주특별자치도 서귀포시 일주서로 953(색달동),33.2577414031,126.4091024145,"서귀포 중문 관광단지 입구에 위치한 제주 흑돼지구이 전문점 돈이랑은 육즙이 풍부한 두툼한 흑돼지를 숙련된 직원들이 직접 구워주고 잘라주는 서비스가 인기 비결이다. 또한 보말 된장찌개는 고기의 느끼한 맛을 싸악 잡아주는 역할을 한다. ""맛있을지도"" 14회에 방영되었으며 한쪽 벽을 가득 채운 유명인들의 사인이 맛집으로 인정받은 느낌이 든다. 날씨가 좋을 때는 야외 테라스를 이용해 보는 것도 추천한다.",064-738-9277,주차가능,11:30 - 22:50<br>브레이크타임 15:30 ~ 16:00<br>사회적 거리두기 4단계 기간동안 한시적으로 22:00까지 영업,,제주흑돼지구이,"흑돼지, 김치찌개, 보말된장찌개, 냉면","부대시설:단체석, 주차, 포장, 무선 인터넷
화장실:가능 (남녀구분)
"
223,아트인명도암,제주특별자치도 제주시 명림로 209(봉개동),33.4680908158,126.6116662045,"화가 강부언 님이 운영하는 복합문화공간 아트인명도암. 6610㎡에 달하는 넓은 잔디가 있는 마당과 숲으로 이어지는 산책길이 있어 애완동물도 동반 가능한 카페이다. 라이브공연과 그림 전시를 같이 즐길 수 있고 스몰 웨딩 장소로도 탁월한 곳이다. 제주산 수제 생맥주인 맥파이가 있고 천연발효를 통해 만든 치아바타, 마늘 바게트, 깜빠뉴도 명물이다. 건물 외벽에 자리 잡은 작품은 피카소의 <게르니카>를 작가가 직접 파서 만든 것으로 제주의 4·3평화공원을 생각하며 만든 것으로 드넓은 자연 속에서 역사, 사람, 이야기 등을 생각하기 좋은 곳이다.",0507-1369-1102,주차가능,10:00 ~ 21:00,수요일,"브런치, 파스타","커피, 라떼, 스무디, 요커트, 빵, 샌드위치, 와인","부대시설:단체석, 무선 인터넷
화장실:가능 (남녀구분)
"
224,도두해녀의집,제주특별자치도 제주시 도두항길 16(도두일동),33.5062203952,126.4666334976,"도두해녀의집은 제주 국제공항에서 10분 거리에 있어 제주를 오갈 때 들르기 좋다. 특 물회, 전복물회, 한치물회 등 다양한 물회 메뉴가 있으며 계절별로 신선한 재료가 준비되니 방문하기 전에 주문 가능한 메뉴를 확인 후 방문하면 좋다. 성게비빔밥의 경우 하루 한정 수량이 있어 점심시간 전에도 매진된다고 하니 너무 늦지 않게 방문하는 게 좋다. 도두해녀의집은 물회 맛집으로 알려졌지만 전복죽 맛집으로도 유명하다. 전복 내장 특유의 고소한 맛과 진한 맛이 있어 이곳을 방문한 고객들은 인생 전복죽이라고 평가하기도 한다.",064-743-4989,있음  / 주차요금 무료,10:00 ~ 21:00 (브레이크타임 15:30 ~ 17:00),연중무휴,전복 성게 물회,"물회, 전복죽, 회덮밥, 성게비빔밥, 성게미역국, 고등어 양념구이","부대시설:주차장, 화장실

화장실:있음 

"
225,앞뱅디식당,"제주특별자치도 제주시 선덕로 26
			",33.4852343524,126.4995200027,한국 미식프로그램에 자주 소개되는 곳이다. 제주특별자치도 제주시에 있는 한식 전문점이다. 대표메뉴는 각재기국이다.,064-744-7942,,09:00-21:30(일요일 09:00-14:00),연중무휴,각재기국,각재기국 / 고등어구이,
226,구이사이,"제주특별자치도 제주시 애월읍 신엄9길 2
			",33.4722559343,126.3685427963,"제주 착한 가격 업소로 선정된 구이사이에서는 비교적 저렴한 가격에 정식 상차림을 먹을 수 있다. 불고기, 생선구이, 된장찌개, 묵은지, 콩나물무침, 미역국 등이 푸짐하게 나온다. 소정의 요금을 더 내고 특정식을 주문하면 상추와 새우젓, 쌈장과 함께 나오는 돔베고기, 계란말이, 생선조림, 닭볶음탕, 제육볶음 등 그날그날 다른 메뉴가 나온다. 이 가격에 이토록 정성스러운 음식들을 먹어도 되나 할 정도이다. 마치 어머니가 차려주신 아침 밥상 같은 음식을 제공하는 구이사이는 오전 6시부터 운영하며 제주 애월 근처에 있다.",064-799-9242,있음,06:00 ~ 21:30 (break time 14:30 ~ 16:00),"둘째, 넷째 일요일",생선구이 정식,"정식은 생선구이, 불고기, 찌개, 5가지 반찬이 나옵니다.		
제육볶음, 우거지해장국, 양념갈비, 흑목살, 오겹살","부대시설:단체석, 무선 인터넷, 화장실(남녀 구분), 주차장

"
227,애월하미,"제주특별자치도 제주시 애월읍 애월북서길 54
			",33.4639142516,126.3090620476,"에메랄드빛 바다에 이국적인 야자수까지 휴양지 느낌 물씬 풍기는 애월하미는 제주에서 가장 유명한 요리이자 대표적인 메뉴인 갈치요리를 합리적인 가격에 즐길 수 있는 곳이다. 통갈치는 필수코스이며 통갈치구이나 조림을 세트로 시키면 눈꽃 치즈가 뿌려진 전복구이, 간장게장, 고등어구이, 미역국, 한라봉 샐러드, 돔베고기, 우뭇가사리, 고사리 밥, 그리고 소쿠리에 가득 담겨 나오는 쌈 야채가 포함된다. 여기에 한라산 소주까지 한잔 곁들이면 한 상 가득 제주를 느낄 수 있을 것이다. 또한 주변에 애월 카페거리와 한담해변이 있어 식사 후 산책하기 좋다.",070-4566-9000,주차가능,10:30 - 22:00<br>(마지막 주문 21:00),,신들의 대왕통갈치구이세트 (2-3인),"갈치구이, 갈치조림, 성게비빔밥, 랍스터버터구이","부대시설:단체석, 주차, 무선 인터넷
화장실:가능 (남녀구분)
"
228,사해방흑돼지(구 중문흑돼지),"제주특별자치도 서귀포시 천제연로 263
			",33.2515285729,126.4327393919,서귀포시 중문 관광단지 인근에 위치한 흑돼지 전문점이다. 신규로 오픈한 매장만큼 깔끔한 인테리어와 넓은 실내 그리고 놀이방이 갖추어져 있는 곳이다. 중문 관광단지 부근에서 단체 모임 예약시 픽업도 가능하다.<br>,064-738-4577,주차 가능(70여 대),10:00 ~ 22:00,연중무휴(전화문의),사해방흑돼지세트(中·大),사해방흑돼지세트(中·大) / 돼지생갈비 / 돼지양념갈비 / 전복해물뚝배기 / 왕갈비탕 / 냉면 외,"화장실:남녀개별, 업소내 위치
"
229,덕성원,"제주특별자치도 서귀포시 태평로401번길 4
			",33.244939699,126.5634171004,3대가 운영하는 전통 중국집이다. 제주특별자치도 서귀포시에 있는 중식 전문점이다. 대표메뉴는 짜장면이다.,064-762-2402,가능,11:00-21:00,중문점:매주 월요일/본점:둘째주 화요일,짜장면,짜장면 / 짬뽕,
230,흑돈가 제주,"제주특별자치도 제주시 한라대학로 11
			",33.4800900646,126.473500159,제주특산물인 흑돼지 전문 음식점이다. 제주특별자치도 제주시에 있는 한식 전문점이다. 대표메뉴는흑돼지생구이다.,064-747-0088,가능,11:30-24:00,연중무휴,흑돼지생구이,흑돼지생구이,
231,거멍국수,"제주특별자치도 서귀포시 안덕면 사계로114번길 53-14
			",33.244416229,126.3044173509,"제주도의 대표적 명소로 환상적인 경치를 자랑하는 산방산 근처에 있는 거멍국수에서는 독특한 파프리카 면과 깊은 맛을 내는 육수가 어우러진 고기국수를 맛볼 수 있다. 적당한 가격대와 국내산 재료만 사용하는 곳이며 파프리카를 이용해 직접 만든 면으로 국수를 만드는 게 특징이다. 신선한 채소와 수족관에서 바로 잡은 광어로 손질한 회가 가득 올라가 양념장과 함께 새콤달콤한 맛으로 입맛을 사로잡는 회국수 또한 인기가 많다. 깔끔한 외부만큼 식당 내부도 넓고 쾌적하고 주차장도 넓다. 그래서 가족모임이나 단체 회식장소로 좋다. 한 사람이 앉기 좋은 바 테이블도 있다. 어린이를 위한 편의 시설까지 갖추고 있어서 유아, 어린이를 동반한 손님들도 편하게 식사를 할 수 있다. 특히 창밖으로 보이는 산방산 뷰가 정말 좋다.",064-792-8787,있음 / 주차요금 무료,08:30 - 20:30 (브레이크 타임 없음/마감시간 변동 가능),둘째주 화요일 정기휴일,파프리카를 이용한 면으로 만드는 고기국수,"회국수, 성게국수, 전복성게국수, 계란국수, 모듬만두, 돔베고기","부대시설:주차장, 화장실

화장실:있음(남녀구분)

"
232,장수물식당,"제주특별자치도 제주시 연문2길 18
			",33.4919308195,126.498603264,돼지 뼈로 육수를 우리는 제주식 고기 국수 전문점이다. 제주특별자치도 제주시에 있는 한식 전문점이다. 대표메뉴는 국수다.,064-749-0367,가능,09:00-19:30,"둘째,넷째 화요일",국수,국수 / 돔베고기,
233,만덕이네,"제주특별자치도 서귀포시 표선면 서성일로 16
			",33.3933743337,126.8011014756,"제주 성읍민속마을 근처에 있는 향토음식 전문점 만덕이네는 한식대첩4 우승 당시 백종원이 인정한 맛집이다. 식객 허영만 백반기행과 음담패썰 등 다수의 방송에서 맛집으로 인증 된곳으로, 제주 우수레스토랑 인증점 및 향토음식문화대전에서 대상을 받았다. 매콤한 갈치조림과 구수한 접짝뼈국. 싱싱한 전복과 제주 흑돼지가 들어가는 전복문어흑돼지 두루치기 정식이 인기 메뉴다. 상차림이 푸짐하고  친절해서 서귀포 관광객들의 필수 코스가 되고 있다.",064-787-3827,주차가능,동절기 07:30 - 21:00<br>하절기 08:00 - 21:00,,"갈치조림정식, 전복문어흑돼지두루치기, 접짝뼈국","갈치조림, 흑돼지, 전복뚝배기, 성게미역국","부대시설:단체석, 주차, 무선 인터넷 
화장실:가능 (남녀구분)
"
